Code,Name,Officialname,Registration_number,Keph level,Facility type,Facility_type_category,Owner,Owner type,Regulatory body,Beds,Cots,County,Constituency,Sub county,Ward,Operation status,Admission status,Closed
23259,Mwananchi medical Clinic,Mwananchi medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),2,0,Nakuru,Nakuru Town West,Nakuru West,Kaptembwo,Operational,None,No
23258,Nakuru Conventional Medical clinic,Nakuru Conventional Medical clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),1,0,Nakuru,Nakuru Town West,Nakuru West,Shaabab,Operational,None,No
23257,Lans Medical Clinics,Lans Medical Clinics,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice Lab Technician/Technologist,Private Practice,None,0,0,Meru,Tigania East,Tigania East,Muthara,Operational,None,No
23256,Laresoro Dispensary,Laresoro Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,None,1,0,Samburu,Samburu East,Samburu East,Waso,Operational,None,No
23274,Northgate Nursing Home,Northgate Nursing Home,None,Level 3,Comprehensive health Centre,HEALTH CENTRE,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,10,2,Garissa,Garissa Township,Garissa,Galbet,Operational,None,No
23253,Mwisho wa Lami Dispensary,Mwisho wa Lami Dispensary,MPDB/BF/1/VOL.II/92,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Kenya MPDB,0,0,Nakuru,Njoro,Njoro,Mau Narok,Operational,None,No
23248,Awenasa Medical Clinic,Awenasa Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,None,0,0,Siaya,Alego Usonga,Alego Usonga,Siaya Township,Operational,None,No
23280,St. Merryl,St. Merryl,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,3,0,Kiambu,Kabete,Kabete,Uthiru,Operational,None,No
23247,Geokings unique medical clinic,Geokings Unique Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Meru,Igembe Central,Igembe Central,Akirang'ondu,Closed,None,Yes
23246,The Mandera Hospital,The Mandera Hospital,004077,Level 4,Primary care hospitals,HOSPITALS,Private Practice - General Practitioner,Private Practice,Kenya MPDB,26,3,Mandera,Mandera East,Mandera East,Township,Operational,None,No
23245,Platinum Healthcare services limited,Platinum Healthcare services limited,None,Level 3,Basic Health Centre,HEALTH CENTRE,Private Practice - Private Institution Academic,Private Practice,None,13,2,Mandera,Mandera East,Mandera East,Township,Closed,None,No
23236,Ngomannex Medcare Clinic,Ngomannex Medcare Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,1,0,Makueni,Makueni,Makueni,Wote,Operational,None,No
23254,Medilink plus clinic- Rongai Nakuru,Medilink plus clinic- Rongai Nakuru,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Nakuru,Rongai,Rongai,Visoi,Operational,None,No
23234,Alpha Medical Clinic  Thigio,Alpha Medical Centre Thigio,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Kiambu,Limuru,Limuru,Ndeiya,Operational,None,No
23235,Kirinyaga optical and Healthcare,Kirinyaga optical and Healthcare,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Kirinyaga,Kirinyaga Central,Kirinyaga Central,Kerugoya,Non-Operational,None,No
23232,Thika Annanas Medicross Clinic,Thika Annanas Medicross Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Company,Private Practice,None,0,0,Kiambu,Thika Town,Thika Town,Kamenu,Operational,None,No
23231,Bakari Medical Clinic,Bakari Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Kwale,Msambweni,Msambweni,Ukunda,Operational,None,No
23255,St.Camillah clinic,St Camillah Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Nyandarua,Ol Kalou,Olkalou,Karau,Operational,None,No
23230,Gulumuse Dental Centre,Gulumuse Dental Centre,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Medical Specialist,Private Practice,None,0,0,Kwale,Msambweni,Msambweni,Ukunda,Operational,None,No
23229,Grawin Medical Clinic,Grawin Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Kiambu,Limuru,Limuru,Limuru Central,Operational,None,No
23339,Akaiga Dispensary,Akaiga Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Meru,Tigania East,Tigania Central,Mikinduri,Operational,None,No
23228,Quality Medical Care,Quality Medical Care,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Nakuru,Nakuru Town East,Nakuru East,Menengai,Operational,None,No
23226,The International Clinic,The International Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Medical Specialist,Private Practice,None,0,0,Kiambu,Thika Town,Thika Town,Township,Operational,None,No
23223,Medicross Clinic Megacity,Medicross Clinic Megacity,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Kisumu,Kisumu Central,Kisumu Central,Shauri Moyo Kaloleni,Operational,None,No
23224,Cancer Care Kenya,cancer care kenya limited,None,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Medical Specialist,Private Practice,None,0,0,Nairobi,Westlands,Westlands,Parklands/Highridge,Operational,None,No
23222,Medicross Clinic,Medicross Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Kisumu,Kisumu Central,Kisumu Central,Market Milimani,Operational,None,No
23218,Kaathi Dipensary,Kaathi Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,None,0,0,Meru,Tigania East,Tigania Central,Thangatha,Operational,None,No
23241,Medicross Embu,Medicross Embu,014365,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Embu,Manyatta,Manyatta,Kirimari,Operational,None,No
23217,Mama Rael Memorial Health Centre,Mama Rael Memorial Health Centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,2,0,Meru,Central Imenti,Imenti Central,Abothuguchi Central,Operational,None,No
23227,Ebenezer Medical Clinic,Ebenezer Medical Clinic,None,Level 2,Laboratory,STAND ALONE,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Trans Nzoia,Saboti,Saboti,Matisi,Operational,None,No
23215,Jocham Community Clinic Mtwapa,Jocham Community Clinic (Mtwapa),None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Medical Specialist,Private Practice,None,0,0,Kilifi,Kilifi South,Kilifi South,Shimo La Tewa,Operational,None,No
23212,Ihiga dispensary,Ihiga dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,None,0,0,Muranga,Mathioya,Mathioya,Kamacharia,Operational,None,No
23214,Mathioya Medical Clinic,Mathioya Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Muranga,Mathioya,Mathioya,Kiru,Operational,None,No
23211,Doctors Plaza Garissa,Doctors Plaza Garissa,None,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,None,0,0,Garissa,Garissa Township,Garissa,Iftin,Operational,None,No
23205,Immanuel Medical Clinic,Immanuel Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Meru,Igembe North,Igembe North,Ntunene,Operational,None,No
23244,Busle Nursing Home,Busle Nursing Home,None,Level 3,Comprehensive health Centre,HEALTH CENTRE,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,11,1,Mandera,Mandera East,Mandera East,Neboi,Operational,None,No
23204,AIC Kijabe Hospital Nairobi Medical Centre,AIC Kijabe Hospital Nairobi Medical Centre,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,2,5,Nairobi,Dagoretti North,Dagoretti North,Kileleshwa,Operational,None,No
23203,LELWAK MEDICAL CLINIC,Lelwak Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Nandi,Nandi Hills,Nandi Hills,Chepkunyuk,Operational,None,No
23202,LESSOS MEDICAL CLINIC,LESSOS MEDICAL CLINIC,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,3,Nandi,Nandi Hills,Nandi Hills,Ol'lessos,Operational,None,No
23201,Haven Hospital,Haven Hospital,None,Level 4,Primary care hospitals,HOSPITALS,Private Practice - General Practitioner,Private Practice,Kenya MPDB,10,0,Siaya,Bondo,Bondo,North Sakwa,Operational,None,No
23200,bar Hostess Empowerment & Support programme-Roysambu,Bar Hostess Empowerment Support Program (Roysambu),None,Level 2,Medical Clinic,MEDICAL CLINIC,Non-Governmental Organizations,Non-Governmental Organizations,None,0,0,Nairobi,Roysambu,Roysambu,Roysambu,Operational,None,No
23784,Power Plus Medical Clinic,Power Plus Medical Clinic,12266,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Trans Nzoia,Kwanza,Kwanza,Kapomboi,Closed,None,Yes
23278,Afya Health Essentials Kangari,Afya Health Essentials (Kangari),None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),6,0,Muranga,Kigumo,Kigumo,Kangari,Operational,None,No
23197,Nyakegogi Disp.,Nyakegogi Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,None,2,1,Nyamira,Kitutu Masaba,Manga,Kamera,Operational,None,No
23196,Emenyenche Dispensary,Emenyenche Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,None,2,1,Nyamira,Kitutu Masaba,Masaba North,Gesima,Operational,None,No
23198,Kianungu Dispensary(MANGA,Kianungu Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,None,3,2,Nyamira,Kitutu Masaba,Manga,Magombo,Operational,None,No
23192,Kambini Disp.,Kambini Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,None,2,1,Nyamira,Kitutu Masaba,Masaba North,Rigoma,Closed,None,Yes
23195,Riamoni disp,Riamoni Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,None,0,0,Nyamira,Kitutu Masaba,Masaba North,Gesima,Operational,None,No
23191,Riontonyi Dispensary,Riontonyi Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,2,1,Nyamira,Borabu,Borabu,Esise,Operational,None,No
23189,Africare Ltd - TRM,Africare Ltd Medica (TRM),None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Nairobi,Roysambu,Roysambu,Roysambu,Closed,None,Yes
23188,Kalmba Health Care Centre,Kalamba Health Care Centre,None,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Makueni,Makueni,Makueni,Nzaui/Kilili/Kalamba,Operational,None,No
23185,Matagatani Dispensary,Matagatani Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,None,0,0,Tharaka Nithi,Tharaka,Tharaka South,Chiakagira,Operational,None,No
23183,Takaba Nursing Home LTD,Takaba Nursing Home LTD,None,Level 3,Basic Health Centre,HEALTH CENTRE,Private Practice - Private Company,Private Practice,None,10,3,Mandera,Mandera West,Mandera West,Takaba,Operational,None,No
23412,Gold star drop in centre,Goldstar Drop in centre,None,Level 2,Medical Clinic,MEDICAL CLINIC,Non-Governmental Organizations,Non-Governmental Organizations,None,0,0,Kilifi,Malindi,Malindi,Shella,Operational,None,No
23182,Mona Dispensary,Mona Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,None,0,0,Nakuru,Molo,Molo,Turi,Operational,None,No
23179,Muchiri Medical Clinic,Muchiri Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Muranga,Kiharu,Kiharu,Township,Operational,None,No
23178,Tropical Nursing Home Kakamega,Tropical Nursing Home Kakamega,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,7,4,Kakamega,Lurambi,Lurambi,Shirere,Operational,None,No
23174,Evas Siloam,Evas Siloam Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Kirinyaga,Kirinyaga Central,Kirinyaga Central,Kanyekini,Non-Operational,None,No
23171,Esna Medical Clinic,Esna Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Kirinyaga,Kirinyaga Central,Kirinyaga Central,Kanyekini,Non-Operational,None,No
23169,LakeSide Integrated Medical Services(Naivasha),LakeSide Integrated Medical Services (Naivasha),014299,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,10,1,Nakuru,Naivasha,Naivasha,Olkaria,Operational,Not Admitting Patients,No
23190,Partners For Care Medical Centre,Partners For Care Medical Centre,None,Level 2,Medical Clinic,MEDICAL CLINIC,Non-Governmental Organizations,Non-Governmental Organizations,None,0,0,Nairobi,Roysambu,Roysambu,Roysambu,Operational,None,No
23167,Kims Uzima Clinic,Kims Uzima Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Meru,Tigania East,Tigania East,Muthara,Operational,None,No
23166,Mwobia Medical Clinic,Mwobia Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Meru,Tigania East,Tigania East,Muthara,Operational,None,No
23164,Royal Medical Center Clinic,Royal Medical Center Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),2,0,Siaya,Bondo,Bondo,West Yimbo,Operational,None,No
23162,Neema Digital Health Solutions(nzangathi),Neema Digital Health Solutions,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,2,0,Kitui,Kitui East,Kitui East,Chuluni,Operational,None,No
23160,Bar Ober Medical Services,Bar Ober Medical Services,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Siaya,Ugenya,Ugenya,East Ugenya,Operational,None,No
23199,Taita Dispensary,Taita Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,None,0,0,Nakuru,Kuresoi South,Kuresoi South,Tinet,Operational,None,No
23157,Butieli Dispensary,Butieli Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,None,0,0,Bungoma,Kanduyi,Kanduyi,Marakaru/Tuuti,Operational,None,No
23347,Rinpentiken Clinic,Rinpentiken Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Meru,Buuri,Buuri East,Kiirua/Naari,Operational,None,No
23156,Langa Langa Dispensary,Langa Langa Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,None,0,0,Nakuru,Gilgil,Gilgil,Murindati,Operational,None,No
21604,Masaita dispensary,Masaita dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,None,0,0,Nakuru,Kuresoi North,Kuresoi North,Nyota,Operational,None,No
21605,Choronok dispensary,Choronok dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,None,0,0,Nakuru,Kuresoi North,Kuresoi North,Sirikwa,Operational,None,No
21528,Highway medical clinic,Highway medical clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Nakuru,Nakuru Town West,Nakuru West,Kapkures,Operational,None,No
21601,Chepkinoiyo dispensary,Chepkinoiyo dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,None,0,0,Nakuru,Kuresoi North,Kuresoi North,Nyota,Operational,None,No
21600,Seguton Dispensary,Seguton Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,None,0,0,Nakuru,Kuresoi North,Kuresoi North,Nyota,Operational,None,No
23150,St Rael Home Care,St Rael Home Care,None,Level 3,Basic Health Centre,HEALTH CENTRE,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,10,0,Meru,Buuri,Buuri East,Kibirichia,Closed,None,Yes
23352,Tangi Tano Dispensary,Tangi Tano Dispensary,GK-013554,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Nakuru,Gilgil,Gilgil,Elementaita,Operational,Not Admitting Patients,No
23149,Kilifi Dental Centre,Kilifi Dental Centre,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Medical Specialist,Private Practice,None,0,0,Kilifi,Kilifi North,Kilifi North,Sokoni,Operational,None,No
23148,Maua Family Medical Clinic,Maua Family Medical Clinic,4/1/6/5B,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Meru,Igembe South,Igembe South,Maua,Operational,None,No
23147,Kapsabet Eye Care,Kapsabet Eye Care,BN/2009/38561,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Nandi,Emgwen,Emgwen,Kapsabet,Operational,None,No
